label	n	MAE	RMSE	R2	slope	intercept	sample	h_sum
SV_big_500-5kb	27053	0.01529618352651596	0.03604310005903244	0.9677751829070641	1.0123948405017666	-0.003374889962569179	MLFH041020200206	1.0000009536743164
SV_huge_>=5kb	5968	0.015808844938874245	0.03706182539463043	0.958926091167891	1.0144562746094448	-0.003887577273535586	MLFH041020200206	1.0000009536743164
all_poly	2637324	0.02185959182679653	0.035883259028196335	0.9727897502704647	0.9805501890911645	-0.001180141871489359	MLFH041120180306	1.0
SNP	2520592	0.02222510427236557	0.03629770874977112	0.9728925539916191	0.9807935210157103	-0.0011710370982205762	MLFH041120180306	1.0
INS	77322	0.012947720475494862	0.02380567044019699	0.8822030664256434	0.9012297915504459	0.00040736544268936544	MLFH041120180306	1.0
DEL	39410	0.015966255217790604	0.028084194287657738	0.9625567789781969	0.9664056168140485	-0.0008392206301498196	MLFH041120180306	1.0
SV_all	116732	0.013966809958219528	0.025331079959869385	0.939231722980595	0.9475065275458597	-0.0006270661953241957	MLFH041120180306	1.0
SV_med_50-500bp	53214	0.015831463038921356	0.02837332896888256	0.947196127795007	0.9540202257382595	-0.00045586460449513526	MLFH041120180306	1.0
SV_big_500-5kb	51167	0.012473559938371181	0.022551119327545166	0.9255430037888445	0.9368677355169513	-0.0006039137215835709	MLFH041120180306	1.0
SV_huge_>=5kb	12351	0.012119144201278687	0.0221173744648695	0.8750166048471902	0.8958098230926378	-0.0002724851648729698	MLFH041120180306	1.0
all_poly	2809576	0.02016020193696022	0.032830480486154556	0.974479263120052	0.981933351790919	-0.001553683853012312	MLFH041120180321	0.9999990463256836
SNP	2679716	0.020545082166790962	0.033267006278038025	0.9745528715027387	0.9821610352967488	-0.0015542860133698833	MLFH041120180321	0.9999990463256836
INS	86709	0.011266916990280151	0.020331669598817825	0.8902333861729388	0.9080033069225931	-4.848301468539975e-05	MLFH041120180321	0.9999990463256836
DEL	43151	0.014128711074590683	0.02492465451359749	0.9648120960679089	0.9693408129463064	-0.0013586733655785819	MLFH041120180321	0.9999990463256836
SV_all	129860	0.012217859737575054	0.021964672952890396	0.9437518572670759	0.9517577193419482	-0.0009834901484258264	MLFH041120180321	0.9999990463256836
SV_med_50-500bp	57313	0.014017902314662933	0.025019019842147827	0.9513493053289298	0.9602438702989925	-0.0009346394002444814	MLFH041120180321	0.9999990463256836
SV_big_500-5kb	57989	0.010939654894173145	0.019525103271007538	0.928857267332099	0.9358776881620396	-0.0007743699191692213	MLFH041120180321	0.9999990463256836
SV_huge_>=5kb	14558	0.01022279728204012	0.01790718361735344	0.8938500376099411	0.9029370756129804	-0.0008818718723792621	MLFH041120180321	0.9999990463256836
all_poly	1996042	0.048446789383888245	0.08195466548204422	0.904667143410627	0.9196502374913219	0.008662580352550598	MLFH041120190208	1.0
SNP	1925993	0.04908347874879837	0.08263418823480606	0.9047410823822013	0.919568855440496	0.009014573437531268	MLFH041120190208	1.0
INS	44898	0.02817910723388195	0.05680607259273529	0.8058420454437937	0.8459612584749873	0.0025911992577012867	MLFH041120190208	1.0
DEL	25151	0.03587254509329796	0.06619392335414886	0.8920698124328825	0.9125971872776887	0.0030576646644858824	MLFH041120190208	1.0
SV_all	70049	0.0309414304792881	0.06034505367279053	0.8587750144458938	0.8873316200179907	0.0020582529222897858	MLFH041120190208	1.0
SV_med_50-500bp	34167	0.03543074056506157	0.06588006764650345	0.8678463282341877	0.8925140405710648	0.004277070783709418	MLFH041120190208	1.0
SV_big_500-5kb	29084	0.026945065706968307	0.0548248328268528	0.8433587144852336	0.8760679613803551	0.0005524597530870315	MLFH041120190208	1.0
SV_huge_>=5kb	6798	0.02547568269073963	0.05338578671216965	0.7976624023397813	0.849223413347493	-0.00017999667506827	MLFH041120190208	1.0
all_poly	2372072	0.03297746181488037	0.05363667383790016	0.9486708107284975	0.9627500593971756	-0.000279128389498843	MLFH041120190221	1.0
SNP	2276626	0.03348004072904587	0.05417158827185631	0.9488003882394702	0.9628982610642843	-0.00018783394393920454	MLFH041120190221	1.0
INS	62437	0.01923261769115925	0.03623651713132858	0.8429007348089396	0.8915853752703922	-0.0003016575747419773	MLFH041120190221	1.0
DEL	33009	0.02431408129632473	0.04309910908341408	0.9335619937829729	0.9500268492889492	-0.0009986805521446155	MLFH041120190221	1.0
SV_all	95446	0.02098998799920082	0.03874760493636131	0.9032710627143793	0.9308491807302348	-0.0011409356019976436	MLFH041120190221	1.0
SV_med_50-500bp	45158	0.024080678820610046	0.04290146008133888	0.9119001923801994	0.935270002416075	-0.0003658773287366902	MLFH041120190221	1.0
SV_big_500-5kb	40774	0.01838354766368866	0.0347396619617939	0.888316581634461	0.9214985066894285	-0.0015439755808492018	MLFH041120190221	1.0
SV_huge_>=5kb	9514	0.017490463331341743	0.03396826609969139	0.84488268331546	0.9042804686029854	-0.0018931220331061369	MLFH041120190221	1.0
all_poly	2166930	0.031812556087970734	0.05237507075071335	0.9611999297182002	0.9718309458718839	-0.0011193456989346696	MLFH041120200212	0.9999998807907104
SNP	2082235	0.032242193818092346	0.052826642990112305	0.9613145592515446	0.9719267609959555	-0.0010716359835435708	MLFH041120200212	0.9999998807907104
INS	55027	0.019687512889504433	0.037707842886447906	0.8973848104459522	0.9398187642709462	-0.001377923371708183	MLFH041120200212	0.9999998807907104
DEL	29668	0.02414730377495289	0.04312438890337944	0.9502533829686957	0.9646026124087157	-0.0009225408532990322	MLFH041120200212	0.9999998807907104
SV_all	84695	0.021249743178486824	0.03968942165374756	0.930317596789409	0.9557778134389717	-0.0015153543382465785	MLFH041120200212	0.9999998807907104
SV_med_50-500bp	41102	0.023952387273311615	0.04302484542131424	0.9367913207785584	0.9561767723333601	-0.0007949879257190258	MLFH041120200212	0.9999998807907104
SV_big_500-5kb	35585	0.01867891289293766	0.03601931408047676	0.9205434584699858	0.9535143057402161	-0.0019535427689951115	MLFH041120200212	0.9999998807907104
SV_huge_>=5kb	8008	0.018802041187882423	0.03733556345105171	0.8873885696853442	0.9512775514413931	-0.0026314253098390127	MLFH041120200212	0.9999998807907104
all_poly	2504393	0.02209365740418434	0.035616833716630936	0.9743611365534847	0.9805760867010552	-0.0009362924326190188	MLFH041220180306	1.000006079673767
SNP	2394276	0.022459236904978752	0.036019910126924515	0.9744499480529794	0.9807781724871779	-0.0009184746970660165	MLFH041220180306	1.000006079673767
INS	72773	0.013100397773087025	0.023748604580760002	0.8930921747693766	0.9099452323418775	0.0004192708127546861	MLFH041220180306	1.000006079673767
DEL	37344	0.016180166974663734	0.028111226856708527	0.9642335813141919	0.968649496002597	-0.0008004170703637992	MLFH041220180306	1.000006079673767
SV_all	110117	0.014144840650260448	0.025312500074505806	0.9430996870256684	0.9511708488965732	-0.0005646346216048262	MLFH041220180306	1.000006079673767
SV_med_50-500bp	50431	0.016007589176297188	0.02825058251619339	0.9507883639983793	0.9574169034678336	-0.0002805918716443963	MLFH041220180306	1.000006079673767
SV_big_500-5kb	48065	0.012630636803805828	0.02265707030892372	0.9288997328270788	0.9391592518266879	-0.0006000903499652863	MLFH041220180306	1.000006079673767
SV_huge_>=5kb	11621	0.012323991395533085	0.02201431430876255	0.8886815039231922	0.9109568770643923	-0.00041964369219556105	MLFH041220180306	1.000006079673767
all_poly	2848347	0.018760813400149345	0.031003301963210106	0.9771472106640199	0.9814766371015972	-0.001953133504053314	MLFH041220180321	0.9999990463256836
SNP	2714618	0.019118180498480797	0.031412284821271896	0.9772370734039275	0.9817263548938217	-0.0019794835737434184	MLFH041220180321	0.9999990463256836
INS	89390	0.010695740580558777	0.01968291960656643	0.8925858269509274	0.9111532087250128	-0.00013290850254033923	MLFH041220180321	0.9999990463256836
DEL	44339	0.013141334988176823	0.0235608983784914	0.9673787875058687	0.9706098160530584	-0.0013664111740925588	MLFH041220180321	0.9999990463256836
SV_all	133729	0.011506597511470318	0.02104802243411541	0.9462075996915044	0.9535979221776063	-0.00101950936780794	MLFH041220180321	0.9999990463256836
SV_med_50-500bp	58664	0.013269549235701561	0.02416592463850975	0.952964818103177	0.9620154122236345	-0.0010427027990395166	MLFH041220180321	0.9999990463256836
SV_big_500-5kb	59947	0.010219953954219818	0.018440980464220047	0.9342933825772598	0.9373961470498734	-0.0007770258280334048	MLFH041220180321	0.9999990463256836
SV_huge_>=5kb	15118	0.009767530485987663	0.017441628500819206	0.8889370810129357	0.9104243538831527	-0.000860688894907335	MLFH041220180321	0.9999990463256836
all_poly	2148864	0.03650718554854393	0.05957070738077164	0.9422288634356919	0.9468326904146036	0.0037678929844771024	MLFH041220190208	1.0000040531158447
SNP	2065331	0.03703216835856438	0.0601210854947567	0.9423565077708224	0.9468997303036605	0.003985221224425911	MLFH041220190208	1.0000040531158447
INS	54398	0.021518591791391373	0.04114627465605736	0.833975639779763	0.853261144883241	0.001922072551765694	MLFH041220190208	1.0000040531158447
DEL	29135	0.027276700362563133	0.04841046407818794	0.9263279845625245	0.9341158706961262	0.0011236816523505606	MLFH041220190208	1.0000040531158447
SV_all	83533	0.023526927456259727	0.04381689056754112	0.8945301878805437	0.9066007549546617	0.0007769543903758766	MLFH041220190208	1.0000040531158447
SV_med_50-500bp	39919	0.02704571932554245	0.04824410378932953	0.9035587053500855	0.9128246106769902	0.0021700225442894713	MLFH041220190208	1.0000040531158447
SV_big_500-5kb	35387	0.02052004635334015	0.03955131769180298	0.8786128981933151	0.8923432621033877	4.1763669925182026e-05	MLFH041220190208	1.0000040531158447
SV_huge_>=5kb	8227	0.0193866528570652	0.03836539015173912	0.8344027803959967	0.8729154722953498	-0.0008329767473231922	MLFH041220190208	1.0000040531158447
all_poly	2239236	0.026100872084498405	0.04436538740992546	0.9650917950735493	0.9740438500254431	0.0004972455348165787	MLFH041220190221	1.000006079673767
SNP	2151923	0.026460686698555946	0.04474703222513199	0.9652410325470666	0.9741484939154128	0.0005890472825699392	MLFH041220190221	1.000006079673767
INS	56701	0.01598585955798626	0.03179153800010681	0.8808636071533937	0.9076206584498381	0.00029089641649303696	MLFH041220190221	1.000006079673767
DEL	30612	0.019543463364243507	0.036758195608854294	0.9529217805732212	0.966370187865793	-0.0007049908839545228	MLFH041220190221	1.000006079673767
SV_all	87313	0.01723315753042698	0.03361649066209793	0.9291252721370432	0.9470595083929909	-0.0006211726471689198	MLFH041220190221	1.000006079673767
SV_med_50-500bp	41251	0.01952340081334114	0.03700605407357216	0.9372215539486235	0.9527023250652645	-0.00026203076086397687	MLFH041220190221	1.000006079673767
SV_big_500-5kb	37229	0.01529975701123476	0.030429009348154068	0.9147364771159334	0.9371467205512773	-0.0007628026250169152	MLFH041220190221	1.000006079673767
SV_huge_>=5kb	8833	0.014686333015561104	0.029539115726947784	0.8801348244040554	0.9127072794520334	-0.0006086970224000663	MLFH041220190221	1.000006079673767
all_poly	1958899	0.036791302263736725	0.06185944378376007	0.9488881148680092	0.966275829491497	0.0007078256495476947	MLFH041220200212	0.9999880194664001
SNP	1888726	0.037202831357717514	0.062292490154504776	0.9490703081607383	0.9663701038226361	0.0008041327283901686	MLFH041220200212	0.9999880194664001
INS	44986	0.023870758712291718	0.04657665267586708	0.8672109155960199	0.9156028988407069	-7.674697091304883e-06	MLFH041220200212	0.9999880194664001
DEL	25187	0.029007509350776672	0.052485957741737366	0.9334435038144427	0.9614962334581849	-0.00020940350471726347	MLFH041220200212	0.9999880194664001
SV_all	70173	0.025714479386806488	0.04878009483218193	0.9082121648852955	0.9443413294294358	-0.0005756479694028718	MLFH041220200212	0.9999880194664001
SV_med_50-500bp	34448	0.028909748420119286	0.05247814953327179	0.9176893568417207	0.9489072049676993	0.00018032121613589949	MLFH041220200212	0.9999880194664001
SV_big_500-5kb	29165	0.022748516872525215	0.04483123868703842	0.8925014916288232	0.9363828440916715	-0.0010262623981849772	MLFH041220200212	0.9999880194664001
SV_huge_>=5kb	6560	0.0221217293292284	0.045349590480327606	0.8489011678950901	0.9116674958004726	-0.0010203717619583217	MLFH041220200212	0.9999880194664001
