panel	ecotype	layout	file_r1	file_r2
main	9612	PE	/carnegie/nobackup/scratch/tbellagio/hapfire_sv/pangenie_genotyping/data/preprocessed/9612_1.dedup.fq.gz	/carnegie/nobackup/scratch/tbellagio/hapfire_sv/pangenie_genotyping/data/preprocessed/9612_2.dedup.fq.gz
main	9619	PE	/carnegie/nobackup/scratch/tbellagio/hapfire_sv/pangenie_genotyping/data/preprocessed/9619_1.dedup.fq.gz	/carnegie/nobackup/scratch/tbellagio/hapfire_sv/pangenie_genotyping/data/preprocessed/9619_2.dedup.fq.gz
main	9625	PE	/carnegie/nobackup/scratch/tbellagio/hapfire_sv/pangenie_genotyping/data/preprocessed/9625_1.dedup.fq.gz	/carnegie/nobackup/scratch/tbellagio/hapfire_sv/pangenie_genotyping/data/preprocessed/9625_2.dedup.fq.gz
main	9629	PE	/carnegie/nobackup/scratch/tbellagio/hapfire_sv/pangenie_genotyping/data/preprocessed/9629_1.dedup.fq.gz	/carnegie/nobackup/scratch/tbellagio/hapfire_sv/pangenie_genotyping/data/preprocessed/9629_2.dedup.fq.gz
main	9632	PE	/carnegie/nobackup/scratch/tbellagio/hapfire_sv/pangenie_genotyping/data/preprocessed/9632_1.dedup.fq.gz	/carnegie/nobackup/scratch/tbellagio/hapfire_sv/pangenie_genotyping/data/preprocessed/9632_2.dedup.fq.gz
main	9634	PE	/carnegie/nobackup/scratch/tbellagio/hapfire_sv/pangenie_genotyping/data/preprocessed/9634_1.dedup.fq.gz	/carnegie/nobackup/scratch/tbellagio/hapfire_sv/pangenie_genotyping/data/preprocessed/9634_2.dedup.fq.gz
main	9640	PE	/carnegie/nobackup/scratch/tbellagio/hapfire_sv/pangenie_genotyping/data/preprocessed/9640_1.dedup.fq.gz	/carnegie/nobackup/scratch/tbellagio/hapfire_sv/pangenie_genotyping/data/preprocessed/9640_2.dedup.fq.gz
main	9643	PE	/carnegie/nobackup/scratch/tbellagio/hapfire_sv/pangenie_genotyping/data/preprocessed/9643_1.dedup.fq.gz	/carnegie/nobackup/scratch/tbellagio/hapfire_sv/pangenie_genotyping/data/preprocessed/9643_2.dedup.fq.gz
main	9649	PE	/carnegie/nobackup/scratch/tbellagio/hapfire_sv/pangenie_genotyping/data/preprocessed/9649_1.dedup.fq.gz	/carnegie/nobackup/scratch/tbellagio/hapfire_sv/pangenie_genotyping/data/preprocessed/9649_2.dedup.fq.gz
main	9657	PE	/carnegie/nobackup/scratch/tbellagio/hapfire_sv/pangenie_genotyping/data/preprocessed/9657_1.dedup.fq.gz	/carnegie/nobackup/scratch/tbellagio/hapfire_sv/pangenie_genotyping/data/preprocessed/9657_2.dedup.fq.gz
main	9659	PE	/carnegie/nobackup/scratch/tbellagio/hapfire_sv/pangenie_genotyping/data/preprocessed/9659_1.dedup.fq.gz	/carnegie/nobackup/scratch/tbellagio/hapfire_sv/pangenie_genotyping/data/preprocessed/9659_2.dedup.fq.gz
main	9697	PE	/carnegie/nobackup/scratch/tbellagio/hapfire_sv/pangenie_genotyping/data/preprocessed/9697_1.dedup.fq.gz	/carnegie/nobackup/scratch/tbellagio/hapfire_sv/pangenie_genotyping/data/preprocessed/9697_2.dedup.fq.gz
